customerID,churn_probability,risk_band,recommended_action
6103-qckfx,0.3281,Low,No action required
7781-ewara,0.1776,Low,No action required
6110-ohihy,0.7841,High,Offer retention discount immediately
7018-fpxhh,0.1147,Low,No action required
5889-lfoll,0.8295,High,Offer retention discount immediately
5708-evonk,0.4984,Medium,Send personalized engagement email
8708-xpxhz,0.6934,Medium,Send personalized engagement email
0616-atfgb,0.8428,High,Offer retention discount immediately
0572-zjklt,0.3056,Low,No action required
5135-rddql,0.1095,Low,No action required
1353-ljwem,0.5806,Medium,Send personalized engagement email
1794-swwkl,0.4545,Medium,Send personalized engagement email
6166-yipfo,0.1344,Low,No action required
7016-bpgeu,0.3434,Low,No action required
6876-adesb,0.7246,High,Offer retention discount immediately
9332-gywlo,0.5504,Medium,Send personalized engagement email
1963-svucv,0.7622,High,Offer retention discount immediately
4184-vodjz,0.2392,Low,No action required
0220-ebgce,0.8704,High,Offer retention discount immediately
1092-wpivq,0.0759,Low,No action required
7233-ioqnp,0.3096,Low,No action required
2834-jkoow,0.149,Low,No action required
2754-vdltr,0.7982,High,Offer retention discount immediately
2400-feqme,0.0464,Low,No action required
3190-xfani,0.4455,Medium,Send personalized engagement email
7551-dacsp,0.5141,Medium,Send personalized engagement email
4957-sreec,0.0378,Low,No action required
7235-nxzcp,0.7937,High,Offer retention discount immediately
0230-ubypq,0.1234,Low,No action required
4923-adwxj,0.332,Low,No action required
1763-kuaaw,0.0631,Low,No action required
1104-tnlza,0.7883,High,Offer retention discount immediately
5195-kpunq,0.3495,Low,No action required
0520-fdvvt,0.4842,Medium,Send personalized engagement email
3439-gvusx,0.6398,Medium,Send personalized engagement email
1444-vvsgw,0.2961,Low,No action required
5712-ptiww,0.858,High,Offer retention discount immediately
5949-hgvjl,0.5996,Medium,Send personalized engagement email
5203-xehax,0.1711,Low,No action required
1635-hdgft,0.0567,Low,No action required
3315-totbp,0.6447,Medium,Send personalized engagement email
8050-xgrvl,0.0999,Low,No action required
6661-hbgwl,0.6958,Medium,Send personalized engagement email
1518-vowav,0.7824,High,Offer retention discount immediately
9828-qhfbk,0.5512,Medium,Send personalized engagement email
3908-mkimj,0.2375,Low,No action required
5012-yspjj,0.2657,Low,No action required
5909-echui,0.8405,High,Offer retention discount immediately
1309-bxvoq,0.8251,High,Offer retention discount immediately
6728-voify,0.3856,Low,No action required
9317-wzpgv,0.8279,High,Offer retention discount immediately
4891-nluba,0.1056,Low,No action required
2856-hyapg,0.8808,High,Offer retention discount immediately
8969-prhfk,0.0673,Low,No action required
0661-kqhnk,0.031,Low,No action required
8709-krdvl,0.7292,High,Offer retention discount immediately
4488-psycg,0.2232,Low,No action required
1427-versm,0.6697,Medium,Send personalized engagement email
9801-noshq,0.053,Low,No action required
6339-ypsah,0.8078,High,Offer retention discount immediately
3621-ceovk,0.856,High,Offer retention discount immediately
6906-andwj,0.6311,Medium,Send personalized engagement email
2159-turxx,0.2896,Low,No action required
1548-fehvl,0.6748,Medium,Send personalized engagement email
3795-cawex,0.2335,Low,No action required
6215-nqcpy,0.8307,High,Offer retention discount immediately
5647-urdka,0.0747,Low,No action required
2229-dpmbi,0.0747,Low,No action required
9626-weqrm,0.587,Medium,Send personalized engagement email
2188-sxwvt,0.1278,Low,No action required
6258-pvzwj,0.0953,Low,No action required
1094-bkosx,0.1411,Low,No action required
6969-mvbai,0.8754,High,Offer retention discount immediately
2978-xxsog,0.4319,Medium,Send personalized engagement email
2342-ckiao,0.3625,Low,No action required
6953-pbdin,0.101,Low,No action required
3898-bsjyf,0.1757,Low,No action required
3938-yfpxd,0.0483,Low,No action required
7696-amhod,0.1564,Low,No action required
2453-safns,0.1309,Low,No action required
9558-ihezx,0.1674,Low,No action required
9617-udpeu,0.0544,Low,No action required
6340-dacft,0.0487,Low,No action required
4955-vcwbi,0.0507,Low,No action required
6813-gzqcg,0.0731,Low,No action required
7426-gswpo,0.5436,Medium,Send personalized engagement email
3389-ktrxv,0.1096,Low,No action required
3118-uhvvq,0.0994,Low,No action required
1031-iideo,0.9056,High,Offer retention discount immediately
5832-xkaes,0.7735,High,Offer retention discount immediately
3205-mxzra,0.1278,Low,No action required
4701-ahwmw,0.294,Low,No action required
8317-bvkso,0.3844,Low,No action required
5702-kvqrd,0.1329,Low,No action required
0083-pivik,0.1969,Low,No action required
9210-iahgh,0.6927,Medium,Send personalized engagement email
6169-pgncd,0.0905,Low,No action required
0023-xuopt,0.7323,High,Offer retention discount immediately
4592-iwtji,0.5418,Medium,Send personalized engagement email
4909-joupp,0.079,Low,No action required
4657-fwvfy,0.6073,Medium,Send personalized engagement email
2257-bovxd,0.4776,Medium,Send personalized engagement email
7729-jteec,0.7356,High,Offer retention discount immediately
7632-mnyoy,0.3053,Low,No action required
6518-lgaov,0.7412,High,Offer retention discount immediately
7242-qzlxf,0.7686,High,Offer retention discount immediately
4576-csajh,0.2021,Low,No action required
1000-ajsld,0.6351,Medium,Send personalized engagement email
9696-rmyba,0.824,High,Offer retention discount immediately
8690-upczi,0.1212,Low,No action required
1062-lhzod,0.8595,High,Offer retention discount immediately
9770-lxdbk,0.35,Low,No action required
4086-witjg,0.0355,Low,No action required
8344-wfmfh,0.5951,Medium,Send personalized engagement email
9600-naxzn,0.741,High,Offer retention discount immediately
8822-knbhv,0.1231,Low,No action required
8404-fydib,0.6029,Medium,Send personalized engagement email
2791-sfvew,0.2472,Low,No action required
6457-usber,0.9235,High,Offer retention discount immediately
6762-nsodu,0.0541,Low,No action required
4662-ekdpq,0.6161,Medium,Send personalized engagement email
9248-ojykk,0.9322,High,Offer retention discount immediately
9888-zcumm,0.1056,Low,No action required
3398-fshon,0.8552,High,Offer retention discount immediately
3319-dwoep,0.8977,High,Offer retention discount immediately
1074-wvevg,0.0515,Low,No action required
9979-rgmzt,0.4965,Medium,Send personalized engagement email
6437-udqjm,0.0483,Low,No action required
1226-ienzn,0.7814,High,Offer retention discount immediately
2108-glpqb,0.3045,Low,No action required
9259-pacgq,0.405,Medium,Send personalized engagement email
4415-ijztp,0.9116,High,Offer retention discount immediately
1465-vindh,0.8416,High,Offer retention discount immediately
5474-lamuq,0.0539,Low,No action required
3468-drvqj,0.2358,Low,No action required
1122-yjbcs,0.1282,Low,No action required
4990-aldgw,0.053,Low,No action required
4816-okwnx,0.323,Low,No action required
3315-ikyzq,0.1139,Low,No action required
2810-ftlem,0.6255,Medium,Send personalized engagement email
4747-lcaql,0.4039,Medium,Send personalized engagement email
3411-wlrsq,0.7937,High,Offer retention discount immediately
0898-xcgtf,0.2914,Low,No action required
8006-pycsw,0.3625,Low,No action required
8249-thvec,0.0534,Low,No action required
8722-prfdv,0.0688,Low,No action required
2164-soqxl,0.18,Low,No action required
4020-kiudi,0.2373,Low,No action required
5850-bdwcy,0.2472,Low,No action required
2038-yseze,0.26,Low,No action required
0827-itjph,0.0493,Low,No action required
8799-oxzmd,0.3681,Low,No action required
1925-tible,0.868,High,Offer retention discount immediately
1705-guhpv,0.0545,Low,No action required
4779-zgick,0.0535,Low,No action required
0048-pihnl,0.0536,Low,No action required
0818-ocpzo,0.7101,High,Offer retention discount immediately
3967-kxaps,0.0497,Low,No action required
1447-giqmr,0.921,High,Offer retention discount immediately
3704-ieaxf,0.0417,Low,No action required
6810-vcaex,0.1351,Low,No action required
0674-eyyzv,0.8211,High,Offer retention discount immediately
4480-mbmlb,0.4997,Medium,Send personalized engagement email
1395-ofuwc,0.2777,Low,No action required
0822-qgcxa,0.6119,Medium,Send personalized engagement email
0872-nxjys,0.8411,High,Offer retention discount immediately
2832-kjcrd,0.7469,High,Offer retention discount immediately
3588-wsttj,0.7644,High,Offer retention discount immediately
4075-wkniu,0.2263,Low,No action required
5090-emgtc,0.4035,Medium,Send personalized engagement email
2346-czyil,0.0519,Low,No action required
3798-epwrr,0.7438,High,Offer retention discount immediately
6258-ngcng,0.3204,Low,No action required
4186-zbuew,0.17,Low,No action required
5274-xhaky,0.5911,Medium,Send personalized engagement email
1442-bqpvu,0.464,Medium,Send personalized engagement email
3978-ynkdd,0.0594,Low,No action required
4940-khcwd,0.1222,Low,No action required
9412-argbx,0.334,Low,No action required
1389-cxmlu,0.8363,High,Offer retention discount immediately
9589-abept,0.1375,Low,No action required
9388-zeyvt,0.1845,Low,No action required
0305-sqecb,0.1916,Low,No action required
7605-snlqg,0.3716,Low,No action required
4670-tabxh,0.1129,Low,No action required
5561-nwevx,0.8064,High,Offer retention discount immediately
0064-sudog,0.0698,Low,No action required
8561-nmtbd,0.2526,Low,No action required
5161-xeuvx,0.2803,Low,No action required
8292-frfzq,0.1351,Low,No action required
8591-nxrcv,0.5128,Medium,Send personalized engagement email
7895-vonwt,0.5403,Medium,Send personalized engagement email
4526-rmtll,0.2115,Low,No action required
6253-gnhwh,0.0619,Low,No action required
4566-necev,0.819,High,Offer retention discount immediately
8080-potjr,0.1842,Low,No action required
6906-mpary,0.1924,Low,No action required
3662-fxjfo,0.0604,Low,No action required
8107-rzlnv,0.13,Low,No action required
0516-oohar,0.3604,Low,No action required
2027-cwdnu,0.7606,High,Offer retention discount immediately
2737-wfvyw,0.7786,High,Offer retention discount immediately
9912-omzds,0.4556,Medium,Send personalized engagement email
3733-zeecp,0.5817,Medium,Send personalized engagement email
7878-rtczg,0.5832,Medium,Send personalized engagement email
2452-mrmzf,0.0592,Low,No action required
2272-qagfo,0.7691,High,Offer retention discount immediately
7103-ipxpj,0.3932,Low,No action required
4342-hfxws,0.1456,Low,No action required
3545-cnwrg,0.6773,Medium,Send personalized engagement email
1785-bphtp,0.5865,Medium,Send personalized engagement email
4989-lixvt,0.6364,Medium,Send personalized engagement email
7315-wyoaw,0.7751,High,Offer retention discount immediately
1173-xzpyf,0.8256,High,Offer retention discount immediately
9850-owrhq,0.786,High,Offer retention discount immediately
3768-nlubh,0.6508,Medium,Send personalized engagement email
8676-trmjs,0.7129,High,Offer retention discount immediately
2509-tfpju,0.0287,Low,No action required
9530-grmjg,0.1294,Low,No action required
6898-rbtlu,0.1564,Low,No action required
5481-ntdoh,0.3767,Low,No action required
2068-wwxqz,0.0551,Low,No action required
7359-ssbjk,0.1143,Low,No action required
2061-vvfst,0.1871,Low,No action required
0685-mlyym,0.7722,High,Offer retention discount immediately
0749-irgqe,0.6434,Medium,Send personalized engagement email
2380-damqp,0.1118,Low,No action required
2256-ylylp,0.1148,Low,No action required
1272-ilhfg,0.0659,Low,No action required
0164-xairp,0.0685,Low,No action required
5666-cycyz,0.7513,High,Offer retention discount immediately
4011-arphk,0.2961,Low,No action required
8182-pnagi,0.4239,Medium,Send personalized engagement email
6365-hitvu,0.0551,Low,No action required
7558-imlmt,0.0407,Low,No action required
9488-fyqau,0.3384,Low,No action required
3590-tcxtb,0.5832,Medium,Send personalized engagement email
6994-kerxl,0.7,Medium,Send personalized engagement email
7957-ryhqd,0.6059,Medium,Send personalized engagement email
2180-dxneg,0.8545,High,Offer retention discount immediately
1960-uotym,0.2152,Low,No action required
2740-jfbok,0.5198,Medium,Send personalized engagement email
6500-jvegc,0.297,Low,No action required
5515-akoaj,0.6964,Medium,Send personalized engagement email
8976-oqhgt,0.5069,Medium,Send personalized engagement email
5245-vdbur,0.1358,Low,No action required
6230-bsuxy,0.9262,High,Offer retention discount immediately
8469-snffh,0.1098,Low,No action required
2144-eswko,0.166,Low,No action required
1241-fpmof,0.0579,Low,No action required
9928-bzvlz,0.1722,Low,No action required
4114-qmkvn,0.105,Low,No action required
2775-sefee,0.2157,Low,No action required
9003-cpath,0.5642,Medium,Send personalized engagement email
1754-gkypy,0.6939,Medium,Send personalized engagement email
5294-cdgwy,0.2185,Low,No action required
7956-xqwgu,0.2193,Low,No action required
1591-mqjtp,0.3215,Low,No action required
5295-pcjoo,0.6617,Medium,Send personalized engagement email
2369-fevno,0.6351,Medium,Send personalized engagement email
9863-jzaic,0.2961,Low,No action required
7471-mqpos,0.0843,Low,No action required
7660-hdpjv,0.921,High,Offer retention discount immediately
5115-sqaau,0.0492,Low,No action required
9845-qomad,0.0659,Low,No action required
7672-vfmxz,0.4113,Medium,Send personalized engagement email
9739-jlpqj,0.0814,Low,No action required
9916-ayhtc,0.0588,Low,No action required
3855-oncar,0.7891,High,Offer retention discount immediately
1488-sysfc,0.2763,Low,No action required
7931-pxhfc,0.17,Low,No action required
3990-qykbe,0.7133,High,Offer retention discount immediately
0970-qxpxw,0.5832,Medium,Send personalized engagement email
3259-knmrr,0.1342,Low,No action required
6120-rjklu,0.0917,Low,No action required
9572-wuksb,0.7514,High,Offer retention discount immediately
5893-kclgt,0.034,Low,No action required
0076-lveps,0.3059,Low,No action required
3640-jqgjg,0.3659,Low,No action required
4919-moavt,0.7436,High,Offer retention discount immediately
1596-oqsps,0.5212,Medium,Send personalized engagement email
9867-xobqa,0.1398,Low,No action required
9546-kdtrb,0.2998,Low,No action required
3090-hawsu,0.3211,Low,No action required
9820-rmcqv,0.434,Medium,Send personalized engagement email
3174-rkmow,0.6149,Medium,Send personalized engagement email
1760-cazht,0.1599,Low,No action required
7839-qrkxn,0.6351,Medium,Send personalized engagement email
8441-shipe,0.1114,Low,No action required
5204-qzxpu,0.6231,Medium,Send personalized engagement email
4597-elfts,0.1067,Low,No action required
1320-gvnht,0.0886,Low,No action required
1047-rnxzv,0.0588,Low,No action required
3541-znuhk,0.5711,Medium,Send personalized engagement email
8450-jovah,0.6028,Medium,Send personalized engagement email
8725-jedfd,0.4209,Medium,Send personalized engagement email
7562-uxtpg,0.669,Medium,Send personalized engagement email
8071-sbtrn,0.3275,Low,No action required
1113-iujyx,0.4959,Medium,Send personalized engagement email
6668-cnmfp,0.255,Low,No action required
5626-mgtuk,0.6463,Medium,Send personalized engagement email
5681-lloei,0.2019,Low,No action required
8212-djrch,0.8531,High,Offer retention discount immediately
